drug	disease.x	proximity.x	pval.x	similarity.x	adjusted_similarity.x	disease.y	proximity.y	pval.y	similarity.y	adjusted_similarity.y
dexketoprofen	Alzheimer Disease	0	0.001317948	1	0.999498689431439	Alzheimer Disease	0	0.001317948	1	0.999498689431439
dexmedetomidine	Alzheimer Disease	0	0.001482464	1	0.916996180685167	Alzheimer Disease	0	0.001482464	1	0.916996180685167
dexmedetomidine	Alzheimer Disease	0	0.001482464	1	0.916996180685167	Language Disorders	0	1.24e-23	1	0.997960746870246
dexmethylphenidate	Alzheimer Disease	0.333333333	0.004286915	0.91666666675	0.827624363017613	Language Disorders	0.333333333	1.34e-15	0.91666666675	0.827624363017613
dexmethylphenidate	Alzheimer Disease	0.333333333	0.004286915	0.91666666675	0.827624363017613	Memory Disorders	0.666666667	2.81e-06	0.83333333325	0.676022002084612
dexmethylphenidate	Alzheimer Disease	0.333333333	0.004286915	0.91666666675	0.827624363017613	Amyloid Neuropathies	1.333333333	7.96e-05	0.66666666675	0.771890854627055
dexmethylphenidate	Alzheimer Disease	0.333333333	0.004286915	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.004286915	0.91666666675	0.827624363017613
dextroamphetamine	Alzheimer Disease	0.6	0.019535189	0.85	0.711404818907248	Language Disorders	1.4	0.000389272	0.65	0.796783412541402
dextroamphetamine	Alzheimer Disease	0.6	0.019535189	0.85	0.711404818907248	Alzheimer Disease	0.6	0.019535189	0.85	0.711404818907248
dextroamphetamine	Alzheimer Disease	0.6	0.019535189	0.85	0.711404818907248	Memory Disorders	1	4.45e-05	0.75	0.475573630947114
dextromethorphan	Alzheimer Disease	0.619047619	4.75e-05	0.84523809525	0.701530711554085	Memory Disorders	1.523809524	0.001526264	0.619047619	0.196659140855052
dextromethorphan	Alzheimer Disease	0.619047619	4.75e-05	0.84523809525	0.701530711554085	Alzheimer Disease	0.619047619	4.75e-05	0.84523809525	0.701530711554085
dextromethorphan	Alzheimer Disease	0.619047619	4.75e-05	0.84523809525	0.701530711554085	Amyloid Neuropathies	1.904761905	0.000149098	0.52380952375	0.338430602147078
diacerein	Alzheimer Disease	0.222222222	1.36e-07	0.9444444445	0.998834670243607	Alzheimer Disease	0.222222222	1.36e-07	0.9444444445	0.998834670243607
diacerein	Alzheimer Disease	0.222222222	1.36e-07	0.9444444445	0.998834670243607	Memory Disorders	1.333333333	0.000101295	0.66666666675	0.282698225791934
diazoxide	Alzheimer Disease	0.5	0.000937273	0.875	0.759915570510543	Memory Disorders	1.333333333	0.035622639	0.66666666675	0.843611506693975
diazoxide	Alzheimer Disease	0.5	0.000937273	0.875	0.759915570510543	Alzheimer Disease	0.5	0.000937273	0.875	0.759915570510543
diclofenac	Alzheimer Disease	0	0.004705264	1	0.999498689431439	Alzheimer Disease	0	0.004705264	1	0.999498689431439
diclofenamide	Alzheimer Disease	0.75	0.047666514	0.8125	0.628833714233804	Alzheimer Disease	0.75	0.047666514	0.8125	0.628833714233804
diclofenamide	Alzheimer Disease	0.75	0.047666514	0.8125	0.628833714233804	Memory Disorders	1.25	0.000162994	0.6875	0.878194941649415
dicoumarol	Alzheimer Disease	0.333333333	0.000904832	0.91666666675	0.827624363017613	Amyloid Neuropathies	1.666666667	0.018082864	0.58333333325	0.529196411593648
dicoumarol	Alzheimer Disease	0.333333333	0.000904832	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.000904832	0.91666666675	0.827624363017613
dicyclomine	Alzheimer Disease	0	0.001920768	1	0.999498689431439	Alzheimer Disease	0	0.001920768	1	0.999498689431439
didanosine	Alzheimer Disease	0	4.1e-05	1	0.999498689431439	Alzheimer Disease	0	4.1e-05	1	0.999498689431439
diethylcarbamazine	Alzheimer Disease	0	0.001163293	1	0.999498689431439	Alzheimer Disease	0	0.001163293	1	0.999498689431439
diflunisal	Alzheimer Disease	0	0.002407693	1	0.999498689431439	Alzheimer Disease	0	0.002407693	1	0.999498689431439
dihydro-alpha-ergocryptine	Alzheimer Disease	0	1.44e-05	1	0.916996180685167	Alzheimer Disease	0	1.44e-05	1	0.916996180685167
dihydro-alpha-ergocryptine	Alzheimer Disease	0	1.44e-05	1	0.916996180685167	Language Disorders	1	3.51e-05	0.75	0.939653140975545
dihydro-alpha-ergocryptine	Alzheimer Disease	0	1.44e-05	1	0.916996180685167	Memory Disorders	0.5	4.41e-11	0.875	0.759915570510543
dihydroergocornine	Alzheimer Disease	0.791666667	0.0004616	0.80208333325	0.604212861332553	Memory Disorders	1.583333333	0.000446067	0.60416666675	0.693185688559429
dihydroergocornine	Alzheimer Disease	0.791666667	0.0004616	0.80208333325	0.604212861332553	Alzheimer Disease	0.791666667	0.0004616	0.80208333325	0.604212861332553
dihydroergocristine	Alzheimer Disease	0.655172414	2.09e-07	0.8362068965	0.682283470682554	Alzheimer Disease	0.655172414	2.09e-07	0.8362068965	0.682283470682554
dihydroergocristine	Alzheimer Disease	0.655172414	2.09e-07	0.8362068965	0.682283470682554	Memory Disorders	1.448275862	2.23e-07	0.6379310345	0.783335978220978
dihydroergocristine	Alzheimer Disease	0.655172414	2.09e-07	0.8362068965	0.682283470682554	Language Disorders	1.793103448	0.023726857	0.551724138	0.111002476754526
dihydrotachysterol	Alzheimer Disease	0	0.02681328	1	0.999498689431439	Alzheimer Disease	0	0.02681328	1	0.999498689431439
dimethyl fumarate	Alzheimer Disease	0.5	0.003525365	0.875	0.759915570510543	Amyloid Neuropathies	1.5	0.008547583	0.625	0.661048189545015
dimethyl fumarate	Alzheimer Disease	0.5	0.003525365	0.875	0.759915570510543	Alzheimer Disease	0.5	0.003525365	0.875	0.759915570510543
dinoprost tromethamine	Alzheimer Disease	0	0.0003844	1	0.999498689431439	Alzheimer Disease	0	0.0003844	1	0.999498689431439
dinoprostone	Alzheimer Disease	0.4	0.000423991	0.9	0.997713004352496	Alzheimer Disease	0.4	0.000423991	0.9	0.997713004352496
diosmin	Alzheimer Disease	0	0.001418066	1	0.999498689431439	Alzheimer Disease	0	0.001418066	1	0.999498689431439
diphenidol	Alzheimer Disease	0.333333333	0.003698157	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.003698157	0.91666666675	0.998223773135608
diphenylpyraline	Alzheimer Disease	0.5	0.039984255	0.875	0.759915570510543	Alzheimer Disease	0.5	0.039984255	0.875	0.759915570510543
diphenylpyraline	Alzheimer Disease	0.5	0.039984255	0.875	0.759915570510543	Memory Disorders	0.5	6.45e-07	0.875	0.759915570510543
diphenylpyraline	Alzheimer Disease	0.5	0.039984255	0.875	0.759915570510543	Language Disorders	1	0.001514771	0.75	0.939653140975545
dipivefrin	Alzheimer Disease	0	8.13e-06	1	0.999498689431439	Alzheimer Disease	0	8.13e-06	1	0.999498689431439
dipyrithione	Alzheimer Disease	0	0.001099902	1	0.999498689431439	Alzheimer Disease	0	0.001099902	1	0.999498689431439
disopyramide	Alzheimer Disease	0.75	0.014632131	0.8125	0.99141072500421	Alzheimer Disease	0.75	0.014632131	0.8125	0.99141072500421
disulfiram	Alzheimer Disease	0	0.00103082	1	0.999498689431439	Alzheimer Disease	0	0.00103082	1	0.999498689431439
dl-methylephedrine	Alzheimer Disease	0.333333333	5.15e-05	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	5.15e-05	0.91666666675	0.827624363017613
dl-methylephedrine	Alzheimer Disease	0.333333333	5.15e-05	0.91666666675	0.827624363017613	Language Disorders	1.666666667	0.04386957	0.58333333325	0.146233886424169
dl-methylephedrine	Alzheimer Disease	0.333333333	5.15e-05	0.91666666675	0.827624363017613	Memory Disorders	1.111111111	4.76e-08	0.72222222225	0.921212993401376
dobutamine	Alzheimer Disease	0.333333333	0.004318501	0.91666666675	0.827624363017613	Memory Disorders	0.666666667	2.61e-06	0.83333333325	0.982121775956082
dobutamine	Alzheimer Disease	0.333333333	0.004318501	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.004318501	0.91666666675	0.827624363017613
docetaxel	Alzheimer Disease	0.5	0.01483018	0.875	0.759915570510543	Language Disorders	0.833333333	0.003963992	0.79166666675	0.57905209243383
docetaxel	Alzheimer Disease	0.5	0.01483018	0.875	0.759915570510543	Alzheimer Disease	0.5	0.01483018	0.875	0.759915570510543
docetaxel	Alzheimer Disease	0.5	0.01483018	0.875	0.759915570510543	Memory Disorders	0.666666667	0.000552363	0.83333333325	0.676022002084612
docetaxel	Alzheimer Disease	0.5	0.01483018	0.875	0.759915570510543	Amyloid Neuropathies	1.666666667	0.000297043	0.58333333325	0.529196411593648
doconexent	Alzheimer Disease	0	2.82e-10	1	0.916996180685167	Alzheimer Disease	0	2.82e-10	1	0.916996180685167
doconexent	Alzheimer Disease	0	2.82e-10	1	0.916996180685167	Memory Disorders	0.833333333	0.002938008	0.79166666675	0.968505343796825
domperidone	Alzheimer Disease	0	0.00028507	1	0.916996180685167	Alzheimer Disease	0	0.00028507	1	0.916996180685167
domperidone	Alzheimer Disease	0	0.00028507	1	0.916996180685167	Memory Disorders	0	8.58e-07	1	0.998215649602825
domperidone	Alzheimer Disease	0	0.00028507	1	0.916996180685167	Language Disorders	1	0.01454488	0.75	0.475573630947114
donepezil	Alzheimer Disease	0.333333333	7.38e-09	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	7.38e-09	0.91666666675	0.827624363017613
donepezil	Alzheimer Disease	0.333333333	7.38e-09	0.91666666675	0.827624363017613	Language Disorders	1.466666667	0.002614858	0.63333333325	0.757029462794277
donepezil	Alzheimer Disease	0.333333333	7.38e-09	0.91666666675	0.827624363017613	Memory Disorders	1.133333333	1.92e-07	0.71666666675	0.393859717922008
dopamine	Alzheimer Disease	0.4	2.74e-06	0.9	0.802535407328769	Alzheimer Disease	0.4	2.74e-06	0.9	0.802535407328769
dopamine	Alzheimer Disease	0.4	2.74e-06	0.9	0.802535407328769	Memory Disorders	1.266666667	9.57e-09	0.68333333325	0.317680907430541
dopamine	Alzheimer Disease	0.4	2.74e-06	0.9	0.802535407328769	Language Disorders	1.333333333	5.17e-08	0.66666666675	0.831480882514626
dorzolamide	Alzheimer Disease	0.75	0.017958535	0.8125	0.628833714233804	Memory Disorders	1.25	9.82e-05	0.6875	0.878194941649415
dorzolamide	Alzheimer Disease	0.75	0.017958535	0.8125	0.628833714233804	Alzheimer Disease	0.75	0.017958535	0.8125	0.628833714233804
dosulepin	Alzheimer Disease	0.625	3.2e-06	0.84375	0.698405543162004	Alzheimer Disease	0.625	3.2e-06	0.84375	0.698405543162004
dosulepin	Alzheimer Disease	0.625	3.2e-06	0.84375	0.698405543162004	Language Disorders	1.6875	0.002416167	0.578125	0.59268799563788
dosulepin	Alzheimer Disease	0.625	3.2e-06	0.84375	0.698405543162004	Memory Disorders	1.5625	0.00026723	0.609375	0.181824739478864
doxacurium	Alzheimer Disease	0.5	0.014169729	0.875	0.996659662454039	Alzheimer Disease	0.5	0.014169729	0.875	0.996659662454039
doxapram	Alzheimer Disease	0.5	0.029237931	0.875	0.996659662454039	Alzheimer Disease	0.5	0.029237931	0.875	0.996659662454039
doxazosin	Alzheimer Disease	0.8	0.030494095	0.8	0.599220125721511	Alzheimer Disease	0.8	0.030494095	0.8	0.599220125721511
doxazosin	Alzheimer Disease	0.8	0.030494095	0.8	0.599220125721511	Memory Disorders	1.2	0.000323018	0.7	0.895622553226265
doxepin	Alzheimer Disease	0.789473684	0.000878876	0.802631579	0.605523182537791	Alzheimer Disease	0.789473684	0.000878876	0.802631579	0.605523182537791
doxepin	Alzheimer Disease	0.789473684	0.000878876	0.802631579	0.605523182537791	Memory Disorders	1.421052632	2.59e-08	0.644736842	0.798988212713582
doxercalciferol	Alzheimer Disease	0	0.046615177	1	0.999498689431439	Alzheimer Disease	0	0.046615177	1	0.999498689431439
doxorubicin	Alzheimer Disease	0.5	0.013955718	0.875	0.996659662454039	Alzheimer Disease	0.5	0.013955718	0.875	0.996659662454039
doxylamine	Alzheimer Disease	0.666666667	0.029917764	0.83333333325	0.676022002084612	Memory Disorders	1	0.001058811	0.75	0.945098078077383
doxylamine	Alzheimer Disease	0.666666667	0.029917764	0.83333333325	0.676022002084612	Alzheimer Disease	0.666666667	0.029917764	0.83333333325	0.676022002084612
dronedarone	Alzheimer Disease	0.64	6.19e-06	0.84	0.69044845168056	Memory Disorders	1.6	0.014320329	0.6	0.168291655175903
dronedarone	Alzheimer Disease	0.64	6.19e-06	0.84	0.69044845168056	Language Disorders	1.64	0.000124998	0.59	0.631546190552874
dronedarone	Alzheimer Disease	0.64	6.19e-06	0.84	0.69044845168056	Alzheimer Disease	0.64	6.19e-06	0.84	0.69044845168056
droperidol	Alzheimer Disease	0	0.000791418	1	0.916996180685167	Alzheimer Disease	0	0.000791418	1	0.916996180685167
droperidol	Alzheimer Disease	0	0.000791418	1	0.916996180685167	Language Disorders	1	0.013974395	0.75	0.939653140975545
droperidol	Alzheimer Disease	0	0.000791418	1	0.916996180685167	Memory Disorders	0.5	1.16e-05	0.875	0.759915570510543
drospirenone	Alzheimer Disease	0.5	0.02491327	0.875	0.996659662454039	Alzheimer Disease	0.5	0.02491327	0.875	0.996659662454039
drotrecogin alfa	Alzheimer Disease	0.583333333	0.000648601	0.85416666675	0.719883408623604	Alzheimer Disease	0.583333333	0.000648601	0.85416666675	0.719883408623604
drotrecogin alfa	Alzheimer Disease	0.583333333	0.000648601	0.85416666675	0.719883408623604	Memory Disorders	1.333333333	0.000961955	0.66666666675	0.843611506693975
droxidopa	Alzheimer Disease	0.4	2.62e-06	0.9	0.802535407328769	Memory Disorders	1.2	5.08e-07	0.7	0.895622553226265
droxidopa	Alzheimer Disease	0.4	2.62e-06	0.9	0.802535407328769	Alzheimer Disease	0.4	2.62e-06	0.9	0.802535407328769
duloxetine	Alzheimer Disease	0.333333333	0.007383403	0.91666666675	0.827624363017613	Memory Disorders	0.666666667	3.5e-07	0.83333333325	0.676022002084612
duloxetine	Alzheimer Disease	0.333333333	0.007383403	0.91666666675	0.827624363017613	Language Disorders	0.333333333	9.22e-11	0.91666666675	0.827624363017613
duloxetine	Alzheimer Disease	0.333333333	0.007383403	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.007383403	0.91666666675	0.827624363017613
duloxetine	Alzheimer Disease	0.333333333	0.007383403	0.91666666675	0.827624363017613	Amyloid Neuropathies	1.333333333	0.000519456	0.66666666675	0.771890854627055
dupilumab	Alzheimer Disease	0	0.011195598	1	0.916996180685167	Language Disorders	1	0.019968885	0.75	0.939653140975545
dupilumab	Alzheimer Disease	0	0.011195598	1	0.916996180685167	Alzheimer Disease	0	0.011195598	1	0.916996180685167
echothiophate	Alzheimer Disease	0	0.005768635	1	0.999498689431439	Alzheimer Disease	0	0.005768635	1	0.999498689431439
econazole	Alzheimer Disease	0	0.013955718	1	0.999498689431439	Alzheimer Disease	0	0.013955718	1	0.999498689431439
edoxaban	Alzheimer Disease	0	0.000697973	1	0.999498689431439	Alzheimer Disease	0	0.000697973	1	0.999498689431439
edrophonium	Alzheimer Disease	0	6.94e-05	1	0.999498689431439	Alzheimer Disease	0	6.94e-05	1	0.999498689431439
efmoroctocog alfa	Alzheimer Disease	0	0.000611774	1	0.999498689431439	Alzheimer Disease	0	0.000611774	1	0.999498689431439
emapalumab	Alzheimer Disease	0	0.025889998	1	0.916996180685167	Memory Disorders	1	0.004445649	0.75	0.945098078077383
emapalumab	Alzheimer Disease	0	0.025889998	1	0.916996180685167	Alzheimer Disease	0	0.025889998	1	0.916996180685167
enalapril	Alzheimer Disease	0	0.027471422	1	0.916996180685167	Memory Disorders	0	2.17e-08	1	0.998215649602825
enalapril	Alzheimer Disease	0	0.027471422	1	0.916996180685167	Amyloid Neuropathies	1	0.001818001	0.75	0.910611085269981
enalapril	Alzheimer Disease	0	0.027471422	1	0.916996180685167	Alzheimer Disease	0	0.027471422	1	0.916996180685167
enalapril	Alzheimer Disease	0	0.027471422	1	0.916996180685167	Language Disorders	1	0.008116575	0.75	0.475573630947114
enalaprilat	Alzheimer Disease	0.5	0.048366326	0.875	0.759915570510543	Memory Disorders	1	4.1e-05	0.75	0.945098078077383
enalaprilat	Alzheimer Disease	0.5	0.048366326	0.875	0.759915570510543	Language Disorders	1.5	0.007144218	0.625	0.206233008902532
enalaprilat	Alzheimer Disease	0.5	0.048366326	0.875	0.759915570510543	Alzheimer Disease	0.5	0.048366326	0.875	0.759915570510543
enoxaparin	Alzheimer Disease	0	0.000561913	1	0.999498689431439	Alzheimer Disease	0	0.000561913	1	0.999498689431439
entacapone	Alzheimer Disease	0	0.001418066	1	0.916996180685167	Memory Disorders	0	0.008347098	1	0.916996180685167
entacapone	Alzheimer Disease	0	0.001418066	1	0.916996180685167	Amyloid Neuropathies	0	1.64e-12	1	0.996415052507829
entacapone	Alzheimer Disease	0	0.001418066	1	0.916996180685167	Language Disorders	0	0.000232629	1	0.916996180685167
entacapone	Alzheimer Disease	0	0.001418066	1	0.916996180685167	Alzheimer Disease	0	0.001418066	1	0.916996180685167
ephedrine	Alzheimer Disease	0.5	0.018911456	0.875	0.996659662454039	Alzheimer Disease	0.5	0.018911456	0.875	0.996659662454039
epicriptine	Alzheimer Disease	0	4.09e-06	1	0.916996180685167	Alzheimer Disease	0	4.09e-06	1	0.916996180685167
epicriptine	Alzheimer Disease	0	4.09e-06	1	0.916996180685167	Language Disorders	1.2	3.73e-05	0.7	0.886538021702445
epicriptine	Alzheimer Disease	0	4.09e-06	1	0.916996180685167	Memory Disorders	0.8	1.16e-08	0.8	0.599220125721511
epinastine	Alzheimer Disease	0.5	0.000616415	0.875	0.759915570510543	Memory Disorders	1.5	0.030916338	0.625	0.206233008902532
epinastine	Alzheimer Disease	0.5	0.000616415	0.875	0.759915570510543	Language Disorders	1.333333333	0.000314342	0.66666666675	0.831480882514626
epinastine	Alzheimer Disease	0.5	0.000616415	0.875	0.759915570510543	Alzheimer Disease	0.5	0.000616415	0.875	0.759915570510543
epinephrine	Alzheimer Disease	0.25	3.63e-07	0.9375	0.855352842489066	Alzheimer Disease	0.25	3.63e-07	0.9375	0.855352842489066
epinephrine	Alzheimer Disease	0.25	3.63e-07	0.9375	0.855352842489066	Memory Disorders	1	4.64e-05	0.75	0.945098078077383
eplerenone	Alzheimer Disease	0	7.22e-06	1	0.999498689431439	Alzheimer Disease	0	7.22e-06	1	0.999498689431439
epoprostenol	Alzheimer Disease	0	2.49e-05	1	0.999498689431439	Alzheimer Disease	0	2.49e-05	1	0.999498689431439
eprosartan	Alzheimer Disease	0	0.02681328	1	0.916996180685167	Memory Disorders	0	0.001312448	1	0.998215649602825
eprosartan	Alzheimer Disease	0	0.02681328	1	0.916996180685167	Alzheimer Disease	0	0.02681328	1	0.916996180685167
erdafitinib	Alzheimer Disease	0.333333333	1.72e-06	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	1.72e-06	0.91666666675	0.998223773135608
ergocalciferol	Alzheimer Disease	0.954545455	0.004513367	0.76136363625	0.981504670826547	Alzheimer Disease	0.954545455	0.004513367	0.76136363625	0.981504670826547
ergoloid mesylate	Alzheimer Disease	0.655172414	1.56e-07	0.8362068965	0.682283470682554	Memory Disorders	1.448275862	4.59e-09	0.6379310345	0.783335978220978
ergoloid mesylate	Alzheimer Disease	0.655172414	1.56e-07	0.8362068965	0.682283470682554	Alzheimer Disease	0.655172414	1.56e-07	0.8362068965	0.682283470682554
ergoloid mesylate	Alzheimer Disease	0.655172414	1.56e-07	0.8362068965	0.682283470682554	Language Disorders	1.793103448	0.042115167	0.551724138	0.111002476754526
ergometrine	Alzheimer Disease	0	0.006020789	1	0.916996180685167	Alzheimer Disease	0	0.006020789	1	0.916996180685167
ergometrine	Alzheimer Disease	0	0.006020789	1	0.916996180685167	Memory Disorders	1	0.011309699	0.75	0.945098078077383
ergotamine	Alzheimer Disease	0.5625	1.55e-05	0.859375	0.730264842070635	Memory Disorders	1.3125	4.32e-12	0.671875	0.852943106429211
ergotamine	Alzheimer Disease	0.5625	1.55e-05	0.859375	0.730264842070635	Language Disorders	1.5625	3.86e-05	0.609375	0.691268143628429
ergotamine	Alzheimer Disease	0.5625	1.55e-05	0.859375	0.730264842070635	Alzheimer Disease	0.5625	1.55e-05	0.859375	0.730264842070635
erlotinib	Alzheimer Disease	0.5	0.011309699	0.875	0.996659662454039	Alzheimer Disease	0.5	0.011309699	0.875	0.996659662454039
escitalopram	Alzheimer Disease	0.4	6.41e-09	0.9	0.802535407328769	Language Disorders	1.333333333	8.35e-09	0.66666666675	0.831480882514626
escitalopram	Alzheimer Disease	0.4	6.41e-09	0.9	0.802535407328769	Memory Disorders	1.2	1.71e-10	0.7	0.354850999878246
escitalopram	Alzheimer Disease	0.4	6.41e-09	0.9	0.802535407328769	Alzheimer Disease	0.4	6.41e-09	0.9	0.802535407328769
esketamine	Alzheimer Disease	0.5	0.000308872	0.875	0.759915570510543	Memory Disorders	0.8	1.51e-09	0.8	0.599220125721511
esketamine	Alzheimer Disease	0.5	0.000308872	0.875	0.759915570510543	Language Disorders	1.1	4.72e-05	0.725	0.916875260450496
esketamine	Alzheimer Disease	0.5	0.000308872	0.875	0.759915570510543	Alzheimer Disease	0.5	0.000308872	0.875	0.759915570510543
esmolol	Alzheimer Disease	0	0.001418066	1	0.916996180685167	Language Disorders	1	0.013955718	0.75	0.939653140975545
esmolol	Alzheimer Disease	0	0.001418066	1	0.916996180685167	Alzheimer Disease	0	0.001418066	1	0.916996180685167
estradiol	Alzheimer Disease	0.285714286	0.001428131	0.9285714285	0.998517268863432	Alzheimer Disease	0.285714286	0.001428131	0.9285714285	0.998517268863432
estradiol acetate	Alzheimer Disease	0.285714286	0.002237722	0.9285714285	0.998517268863432	Alzheimer Disease	0.285714286	0.002237722	0.9285714285	0.998517268863432
estradiol benzoate	Alzheimer Disease	0.285714286	0.006741133	0.9285714285	0.998517268863432	Alzheimer Disease	0.285714286	0.006741133	0.9285714285	0.998517268863432
estradiol cypionate	Alzheimer Disease	0.285714286	0.010535267	0.9285714285	0.998517268863432	Alzheimer Disease	0.285714286	0.010535267	0.9285714285	0.998517268863432
estradiol dienanthate	Alzheimer Disease	0.285714286	0.006734465	0.9285714285	0.998517268863432	Alzheimer Disease	0.285714286	0.006734465	0.9285714285	0.998517268863432
estradiol valerate	Alzheimer Disease	0.285714286	0.000644678	0.9285714285	0.998517268863432	Alzheimer Disease	0.285714286	0.000644678	0.9285714285	0.998517268863432
estrone	Alzheimer Disease	0.2	0.02104129	0.95	0.870142204938429	Memory Disorders	0.8	0.020484636	0.8	0.971858784474537
estrone	Alzheimer Disease	0.2	0.02104129	0.95	0.870142204938429	Alzheimer Disease	0.2	0.02104129	0.95	0.870142204938429
etanercept	Alzheimer Disease	0.769230769	0.036389811	0.80769230775	0.61754472156451	Amyloid Neuropathies	1.153846154	3.62e-22	0.7115384615	0.859658629099229
etanercept	Alzheimer Disease	0.769230769	0.036389811	0.80769230775	0.61754472156451	Alzheimer Disease	0.769230769	0.036389811	0.80769230775	0.61754472156451
etelcalcetide	Alzheimer Disease	0	0.018743134	1	0.916996180685167	Alzheimer Disease	0	0.018743134	1	0.916996180685167
etelcalcetide	Alzheimer Disease	0	0.018743134	1	0.916996180685167	Memory Disorders	1	0.019968885	0.75	0.945098078077383
ethanol	Alzheimer Disease	1.045454545	0.004396124	0.73863636375	0.44734108149539	Language Disorders	1.863636364	0.014010452	0.534090909	0.442213933480937
ethanol	Alzheimer Disease	1.045454545	0.004396124	0.73863636375	0.44734108149539	Alzheimer Disease	1.045454545	0.004396124	0.73863636375	0.44734108149539
ethanol	Alzheimer Disease	1.045454545	0.004396124	0.73863636375	0.44734108149539	Memory Disorders	1.818181818	0.020925654	0.5454545455	0.104964812298701
ethinamate	Alzheimer Disease	0.5	0.027315115	0.875	0.759915570510543	Alzheimer Disease	0.5	0.027315115	0.875	0.759915570510543
ethinamate	Alzheimer Disease	0.5	0.027315115	0.875	0.759915570510543	Memory Disorders	1	0.000149131	0.75	0.945098078077383
etodolac	Alzheimer Disease	0	0.000104466	1	0.999498689431439	Alzheimer Disease	0	0.000104466	1	0.999498689431439
etoricoxib	Alzheimer Disease	0	0.003525365	1	0.999498689431439	Alzheimer Disease	0	0.003525365	1	0.999498689431439
everolimus	Alzheimer Disease	0	0.006830513	1	0.999498689431439	Alzheimer Disease	0	0.006830513	1	0.999498689431439
exemestane	Alzheimer Disease	0	0.006500999	1	0.916996180685167	Alzheimer Disease	0	0.006500999	1	0.916996180685167
exemestane	Alzheimer Disease	0	0.006500999	1	0.916996180685167	Memory Disorders	1	0.000137263	0.75	0.945098078077383
felbamate	Alzheimer Disease	0.333333333	0.007846233	0.91666666675	0.827624363017613	Language Disorders	0.666666667	0.00015741	0.83333333325	0.980055283476762
felbamate	Alzheimer Disease	0.333333333	0.007846233	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.007846233	0.91666666675	0.827624363017613
felbamate	Alzheimer Disease	0.333333333	0.007846233	0.91666666675	0.827624363017613	Memory Disorders	0.333333333	5.46e-07	0.91666666675	0.827624363017613
felodipine	Alzheimer Disease	0.769230769	0.005693804	0.80769230775	0.990765752129407	Alzheimer Disease	0.769230769	0.005693804	0.80769230775	0.990765752129407
fenfluramine	Alzheimer Disease	0.25	0.000134083	0.9375	0.855352842489066	Memory Disorders	0.5	1.96e-13	0.875	0.759915570510543
fenfluramine	Alzheimer Disease	0.25	0.000134083	0.9375	0.855352842489066	Language Disorders	1	9.43e-07	0.75	0.939653140975545
fenfluramine	Alzheimer Disease	0.25	0.000134083	0.9375	0.855352842489066	Alzheimer Disease	0.25	0.000134083	0.9375	0.855352842489066
fenofibrate	Alzheimer Disease	0.333333333	0.0020376	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.0020376	0.91666666675	0.998223773135608
fenofibric acid	Alzheimer Disease	0.2	8.36e-06	0.95	0.998928908063831	Alzheimer Disease	0.2	8.36e-06	0.95	0.998928908063831
fenoldopam	Alzheimer Disease	0.375	5.83e-05	0.90625	0.812253019594901	Language Disorders	1.625	0.004191916	0.59375	0.643496298717733
fenoldopam	Alzheimer Disease	0.375	5.83e-05	0.90625	0.812253019594901	Alzheimer Disease	0.375	5.83e-05	0.90625	0.812253019594901
fenoldopam	Alzheimer Disease	0.375	5.83e-05	0.90625	0.812253019594901	Memory Disorders	1.375	0.000410524	0.65625	0.262061106154156
fenoprofen	Alzheimer Disease	0	3.87e-06	1	0.999498689431439	Alzheimer Disease	0	3.87e-06	1	0.999498689431439
fenoterol	Alzheimer Disease	0	0.001211485	1	0.916996180685167	Alzheimer Disease	0	0.001211485	1	0.916996180685167
fenoterol	Alzheimer Disease	0	0.001211485	1	0.916996180685167	Language Disorders	1.333333333	0.049687929	0.66666666675	0.282698225791934
fenoterol	Alzheimer Disease	0	0.001211485	1	0.916996180685167	Amyloid Neuropathies	1.666666667	0.038643913	0.58333333325	0.529196411593648
fenoterol	Alzheimer Disease	0	0.001211485	1	0.916996180685167	Memory Disorders	0.333333333	1.59e-06	0.91666666675	0.827624363017613
fentanyl	Alzheimer Disease	0.5	0.005008215	0.875	0.759915570510543	Memory Disorders	1.25	0.008024464	0.6875	0.878194941649415
fentanyl	Alzheimer Disease	0.5	0.005008215	0.875	0.759915570510543	Alzheimer Disease	0.5	0.005008215	0.875	0.759915570510543
fesoterodine	Alzheimer Disease	0.8	0.028012895	0.8	0.989632625584422	Alzheimer Disease	0.8	0.028012895	0.8	0.989632625584422
filgrastim	Alzheimer Disease	0.5	0.042200802	0.875	0.996659662454039	Memory Disorders	1	0.028824696	0.75	0.475573630947114
filgrastim	Alzheimer Disease	0.5	0.042200802	0.875	0.996659662454039	Alzheimer Disease	0.5	0.042200802	0.875	0.996659662454039
