TTD_association	drug	proximity	pval	similarity	adjusted_similarity
Acne vulgaris 	trifarotene	0	1.89e-05	1	0.999498689431439
Schizophrenia 	trifluoperazine	0.5	0.00506004	0.875	0.759915570510543
Psychotic disorder 	triflupromazine	0.2	8.82e-06	0.95	0.870142204938429
Virus infection 	trifluridine	0	0.019968885	1	0.999498689431439
Obesity 	trihexyphenidyl	0.8	0.012022188	0.8	0.989632625584422
Dystonia 	trihexyphenidyl	0.8	0.012022188	0.8	0.989632625584422
Parkinson disease 	trihexyphenidyl	0.8	0.012022188	0.8	0.989632625584422
Irritable bowel syndrome 	trimebutine	0.75	4.67e-05	0.8125	0.99141072500421
Urinary tract infection 	trimethoprim	0.5	0.032631866	0.875	0.759915570510543
Major depressive disorder 	trimipramine	0.458333333	7.78e-09	0.88541666675	0.778402893763885
Diabetic complication 	troglitazone	0.555555556	0.007234334	0.861111111	0.733670898791437
Pain 	trolamine salicylate	0	0.002727597	1	0.999498689431439
Bacterial infection 	troleandomycin	0	0.001418066	1	0.999498689431439
Mydriasis 	tropicamide	0.5	0.007674517	0.875	0.996659662454039
Spasm 	trospium	0	0.01483018	1	0.999498689431439
Overactive bladder 	trospium	0	0.01483018	1	0.999498689431439
Anaesthesia 	tubocurarine	0.5	0.00194825	0.875	0.996659662454039
Smoking dependence 	tubocurarine	0.5	0.00194825	0.875	0.996659662454039
Haemophilia A 	turoctocog alfa	0.333333333	0.002582012	0.91666666675	0.827624363017613
Cystic fibrosis 	tyloxapol	0	0.016708873	1	0.916996180685167
Chronic obstructive pulmonary disease 	umeclidinium	0.8	0.019058497	0.8	0.989632625584422
Female infertility 	urofollitropin	0	0.003466974	1	0.999498689431439
Myocardial infarction 	urokinase	0.5	8.43e-05	0.875	0.759915570510543
Inflammatory bowel disease 	ustekinumab	0.5	0.044161663	0.875	0.996659662454039
Plaque psoriasis 	ustekinumab	0.5	0.044161663	0.875	0.996659662454039
Malaria 	ustekinumab	0.5	0.044161663	0.875	0.996659662454039
Psoriasis vulgaris 	ustekinumab	0.5	0.044161663	0.875	0.996659662454039
Osteoarthritis 	valdecoxib	0.666666667	0.048528211	0.83333333325	0.993726881956618
Hypertension 	valsartan	0	0.000778463	1	0.916996180685167
Solid tumour/cancer 	vandetanib	0.2	3.92e-06	0.95	0.998928908063831
Smoking dependence 	varenicline	0	2.16e-06	1	0.999498689431439
Metabolic disorder 	velaglucerase alfa	0	0.002281057	1	0.916996180685167
Depression 	venlafaxine	0.333333333	0.00397108	0.91666666675	0.827624363017613
Hypertension 	verapamil	0.545454545	0.000425665	0.86363636375	0.738575985415231
Type-2 diabetes 	vildagliptin	0	7.67e-09	1	0.999498689431439
Major depressive disorder 	vortioxetine	0.571428571	0.004787503	0.85714285725	0.725845478306619
Mood disorder 	vortioxetine	0.571428571	0.004787503	0.85714285725	0.725845478306619
Atrial fibrillation 	warfarin	0	0.000850416	1	0.916996180685167
Allergic rhinitis 	xylometazoline	0.5	0.003175532	0.875	0.996659662454039
Erectile dysfunction 	yohimbine	0.647058824	0.000168917	0.838235294	0.686664136031207
Insomnia 	zaleplon	0.5	0.044378397	0.875	0.996659662454039
Asthma 	zileuton	0	0.019392058	1	0.916996180685167
Wilson disease 	zinc acetate	0.686956522	5.97e-16	0.8282608695	0.664814819814221
Common cold 	zinc chloride	0.686956522	8.36e-15	0.8282608695	0.664814819814221
Schizophrenia 	ziprasidone	0.56	1.93e-09	0.86	0.731494181998516
Anxiety disorder 	zotepine	0.125	6.54e-09	0.96875	0.889899669963022
Schizophrenia 	zuclopenthixol	0.142857143	2.89e-08	0.96428571425	0.885448909205393
