Gene_A_Entrez ID	GeneB_Entrez_ID	data_source(s)
10980	25853	PINA
10980	25939	PINA
10980	26094	BioGRID,PINA
10980	26100	HPRD,IntAct,PINA
10980	26150	PINA
10980	26263	IntAct,PINA
10980	26270	BioGRID,PINA
10980	26292	HPRD,IntAct,PINA
10980	26986	PINA
10980	27252	IntAct,PINA
10980	29086	IntAct
10980	29894	PINA
10980	29903	HPRD,IntAct,PINA
10980	50717	PINA
10980	50813	BioGRID,IntAct
10980	51133	IntAct,PINA
10980	51138	BioGRID,HPRD,IntAct
10980	51185	BioGRID,IntAct,PINA
10980	51350	PINA
10980	51421	PINA
10980	51444	PINA
10980	51514	BioGRID,IntAct,PINA
10980	51773	PINA
10980	53339	BioGRID,IntAct,PINA
10980	54165	PINA
10980	54455	PINA
10980	54799	PINA
10980	54800	IntAct,PINA
10980	54850	PINA
10980	54876	BioGRID,PINA
10980	54883	PINA
10980	55512	IntAct,PINA
10980	55643	BioGRID,HPRD,IntAct
10980	55700	HPRD,IntAct,PINA
10980	55744	PINA
10980	55958	BioGRID,IntAct,PINA
10980	57470	PINA
10980	57542	BioGRID,IntAct
10980	57563	BioGRID,IntAct,PINA
10980	57761	HPRD,IntAct,KinomeNetworkX,PINA
10980	59349	PINA
10980	60468	PINA
10980	64127	InnateDB,PINA
10980	64326	BioGRID,IntAct
10980	64708	BioGRID,IntAct,PINA
10980	65981	PINA
10980	78987	HPRD,IntAct,PINA
10980	79016	BioGRID,IntAct,PINA
10980	79176	PINA
10980	79269	PINA
10980	79641	HPRD,IntAct,PINA
10980	79699	IntAct,PINA
10980	80028	PINA
10980	80067	PINA
10980	80204	BioGRID,IntAct,PINA
10980	80228	HPRD,IntAct,PINA
10980	80311	BioGRID,IntAct,PINA
10980	80344	BioGRID,IntAct,PINA
10980	81027	PINA
10980	81570	IntAct,PINA
10980	81890	HPRD,IntAct,PINA
10980	83892	PINA
10980	83931	HPRD,IntAct,PINA
10980	84103	HPRD,IntAct,PINA
10980	84261	BioGRID,IntAct,PINA
10980	84306	PINA
10980	84790	PINA
10980	84861	BioGRID,IntAct,PINA
10980	90293	BioGRID,IntAct,PINA
10980	92799	IntAct,PINA
10980	93611	BioGRID,IntAct,PINA
10980	113251	PINA
10980	114781	BioGRID,IntAct,PINA
10980	115290	BioGRID,IntAct,PINA
10980	122769	BioGRID,IntAct,PINA
10980	129563	HPRD,IntAct,PINA
10980	130535	PINA
10980	144699	PINA
10980	150678	BioGRID,IntAct,PINA
10980	153527	PINA
10980	154881	PINA
10980	163590	BioGRID,IntAct,PINA
10980	192666	PINA
10980	200916	PINA
10980	203068	PINA
10980	204851	KinomeNetworkX
10980	225689	KinomeNetworkX
10980	283455	PINA
10980	285429	PINA
10980	339448	HPRD,IntAct,PINA
10980	340578	PINA
10981	57572	IntAct
10981	57619	IntAct
10981	90231	IntAct
10981	120892	IntAct
10981	152185	IntAct
10982	10982	BioGRID,HI-II-14_Net,HPRD,IntAct
10982	22919	BioGRID,HI-II-14_Net,IntAct
10982	22924	HPRD,INstruct,IntAct,PINA
10982	22976	BioGRID,HI-II-14_Net,PINA
10982	23122	HPRD
10982	23612	IntAct,PINA
10982	25828	HI-II-14_Net,IntAct
10982	25886	IntAct
10982	26146	IntAct,PINA
10982	54487	PINA
10982	55118	HI-II-14_Net,IntAct
10982	55227	PINA
10982	55835	IntAct
10982	60491	HPRD,IntAct,PINA
10982	91445	PINA
10983	80254	IntAct,PINA
10985	11156	IntAct,PINA
10985	22938	IntAct
10985	23139	IntAct,PINA
10985	23512	InnateDB,PINA
10985	26100	IntAct,PINA
10985	26270	PINA
10985	27161	IntAct
10985	51547	PINA
10985	55090	IntAct
10985	55290	IntAct,PINA
10985	55588	IntAct
10985	55969	IntAct,PINA
10985	64423	PINA
10985	79885	IntAct,PINA
10985	84790	IntAct
10985	93436	IntAct
10985	140458	PINA
10985	219541	IntAct
10985	220988	PINA
10987	10987	BioGRID
10987	11056	PINA
10987	11091	PINA
10987	11097	PINA
10987	11100	PINA
10987	11137	PINA
10987	11180	IntAct
10987	11183	IntAct,PINA
10987	11184	PINA
10987	11217	IntAct
10987	11218	PINA
10987	11224	PINA
10987	11236	HPRD
10987	11269	PINA
10987	11338	PINA
10987	22803	PINA
10987	22827	PINA
10987	22907	PINA
10987	22918	IntAct,PINA
10987	22919	PINA
10987	22938	IntAct
10987	23014	PINA
10987	23020	PINA
10987	23107	PINA
10987	23112	PINA
10987	23185	PINA
10987	23198	PINA
10987	23223	PINA
10987	23234	PINA
10987	23253	PINA
10987	23276	BioGRID,IntAct,PINA
10987	23291	PINA
10987	23301	PINA
10987	23318	PINA
10987	23350	PINA
10987	23367	PINA
10987	23403	IntAct,PINA
10987	23450	PINA
10987	23451	PINA
10987	23517	PINA
10987	23524	PINA
10987	23560	PINA
10987	23582	BioGRID,IntAct,PINA
10987	23645	PINA
10987	25793	PINA
10987	25797	PINA
10987	25841	PINA
10987	25853	PINA
10987	25902	PINA
10987	25940	PINA
10987	26054	PINA
10987	26094	BioGRID,PINA
10987	26100	PINA
10987	26121	PINA
10987	26133	PINA
10987	26156	PINA
10987	26234	PINA
10987	26263	BioGRID,IntAct,PINA
10987	26268	PINA
10987	26270	PINA
10987	26273	PINA
10987	26354	PINA
10987	26471	BioGRID,PINA
10987	26528	PINA
10987	26608	PINA
10987	26986	PINA
10987	27067	PINA
10987	27132	PINA
10987	27288	PINA
10987	27339	PINA
10987	29086	IntAct
10987	29088	PINA
10987	29894	PINA
10987	29896	PINA
10987	29959	BioGRID,PINA
10987	30968	IntAct
10987	50717	PINA
10987	50813	BioGRID,HPRD,IntAct,PINA
10987	51018	PINA
10987	51121	PINA
10987	51133	PINA
10987	51138	BioGRID,HPRD,IntAct
10987	51185	PINA
10987	51246	IntAct,PINA
10987	51250	IntAct,PINA
10987	51316	IntAct,PINA
10987	51350	PINA
10987	51429	PINA
10987	51434	PINA
10987	51444	PINA
10987	51491	PINA
10987	51514	BioGRID,PINA
10987	51517	IntAct
10987	51631	PINA
10987	51637	PINA
10987	51649	PINA
10987	51663	PINA
10987	51747	PINA
10987	51806	PINA
10987	53339	BioGRID,PINA
10987	54014	PINA
10987	54165	PINA
10987	54431	PINA
10987	54505	PINA
10987	54606	PINA
10987	54798	PINA
10987	54800	BioGRID,IntAct,PINA
10987	54876	PINA
10987	54888	PINA
10987	55015	PINA
10987	55137	PINA
10987	55213	PINA
10987	55295	PINA
10987	55327	IntAct
10987	55342	PINA
10987	55626	PINA
10987	55643	BioGRID,IntAct,PINA
10987	55646	PINA
10987	55660	PINA
10987	55709	PINA
10987	55738	IntAct,PINA
10987	55832	BioGRID,PINA
10987	55892	PINA
10987	55900	PINA
10987	55922	PINA
10987	55958	BioGRID,IntAct,PINA
10987	56254	InnateDB,IntAct,MINT,PINA
10987	56267	PINA
10987	56829	PINA
10987	56929	PINA
10987	56945	PINA
10987	57002	PINA
10987	57003	PINA
10987	57470	PINA
10987	57532	PINA
10987	57542	IntAct
10987	57563	PINA
10987	57631	IntAct,PINA
10987	57661	PINA
10987	57805	PINA
10987	58512	PINA
10987	58529	PINA
10987	59349	PINA
10987	60314	PINA
10987	60528	PINA
10987	64129	PINA
10987	64326	PINA
10987	64398	IntAct
10987	64432	PINA
10987	64708	BioGRID,IntAct,PINA
10987	64843	PINA
10987	64848	PINA
10987	64960	PINA
10987	64963	PINA
10987	65003	PINA
10987	65109	PINA
10987	65125	IntAct,PINA
10987	79012	PINA
10987	79016	BioGRID,PINA
10987	79171	PINA
10987	79184	PINA
10987	79370	BioGRID,PINA
10987	79595	PINA
10987	79699	PINA
10987	79786	PINA
10987	79791	PINA
10987	79983	PINA
10987	80013	IntAct,PINA
10987	80028	PINA
10987	80152	BioGRID,PINA
10987	80204	BioGRID,IntAct,PINA
10987	80311	BioGRID,IntAct,PINA
10987	80344	BioGRID,IntAct,PINA
10987	80349	PINA
10987	81027	PINA
10987	81608	PINA
10987	81616	PINA
10987	81620	PINA
10987	81627	PINA
10987	81929	PINA
10987	83743	PINA
10987	83892	PINA
10987	84261	PINA
10987	84309	PINA
10987	84310	PINA
10987	84433	InnateDB,IntAct,PINA
10987	84545	PINA
10987	84790	PINA
10987	84861	BioGRID,IntAct,PINA
10987	85016	PINA
10987	85358	IntAct,PINA
10987	85440	IntAct
10987	85457	BioGRID
10987	89890	PINA
10987	90293	BioGRID,IntAct,PINA
10987	90480	PINA
10987	90957	PINA
10987	91875	PINA
10987	92565	PINA
10987	92799	PINA
10987	93611	PINA
10987	112802	PINA
10987	114781	PINA
10987	114805	PINA
10987	114971	PINA
10987	115290	BioGRID,IntAct,PINA
10987	115708	PINA
10987	117159	PINA
10987	117246	PINA
10987	117531	PINA
10987	122769	BioGRID,IntAct,PINA
10987	124801	PINA
10987	130535	PINA
10987	140459	PINA
10987	140801	PINA
10987	140850	PINA
10987	144501	PINA
10987	144699	PINA
10987	146057	PINA
10987	146754	PINA
10987	150678	BioGRID,PINA
10987	151230	PINA
10987	152330	PINA
10987	154796	IntAct
10987	154810	IntAct
10987	159686	PINA
10987	163590	BioGRID,IntAct,PINA
10987	170506	PINA
10987	192111	PINA
10987	192666	PINA
10987	196374	PINA
10987	200845	PINA
10987	201626	PINA
10987	203068	PINA
10987	220988	PINA
10987	221092	PINA
10987	221184	PINA
10987	221823	PINA
10987	283742	PINA
10987	285175	PINA
10987	285429	PINA
10987	286077	PINA
10987	286887	PINA
10987	340156	PINA
10987	343069	PINA
10987	345651	PINA
10987	374875	PINA
10987	387103	BioGRID,PINA
10987	388697	PINA
10987	388698	PINA
10987	389421	PINA
10987	414236	PINA
10987	641700	PINA
10987	100506736	PINA
10988	26007	PINA
10988	29904	PINA
10989	10989	HPRD,IntAct
10989	11079	HPRD,IntAct,PINA
10989	11140	IntAct,PINA
10989	22948	HPRD,IntAct,PINA
10989	23028	BioGRID,HPRD,IntAct,PINA
10989	23410	PINA
10989	23512	InnateDB,PINA
10989	23557	HPRD,IntAct,PINA
10989	23612	IntAct,PINA
10989	23659	HPRD,IntAct,PINA
10989	25813	IntAct
10989	25934	HPRD,IntAct,PINA
10989	26146	PINA
10989	26270	PINA
10989	26523	IntAct
10989	27185	BioGRID,IntAct,PINA
10989	29070	HPRD,IntAct,PINA
10989	50809	PINA
10989	51295	HPRD,IntAct,PINA
10989	51547	PINA
10989	51566	HPRD,IntAct,PINA
10989	51588	HPRD,IntAct
10989	51593	HPRD,IntAct,PINA
10989	54927	IntAct
10989	54949	HPRD,IntAct,PINA
10989	55355	HPRD,IntAct,PINA
10989	55611	IntAct
10989	55735	IntAct
10989	55791	IntAct,PINA
10989	55967	IntAct
10989	56893	HPRD,IntAct,PINA
10989	57562	PINA
10989	64400	HPRD,IntAct,PINA
10989	65018	BioGRID
10989	65080	BioGRID,HPRD,IntAct,PINA
10989	65265	IntAct,PINA
10989	65990	HPRD,IntAct,PINA
10989	79101	IntAct,PINA
10989	80007	HPRD,IntAct,PINA
10989	80179	IntAct
10989	81551	HPRD,IntAct,PINA
10989	81565	BioGRID,PINA
10989	84164	HPRD,IntAct,PINA
10989	84303	IntAct
10989	373156	IntAct,PINA
10989	440574	BioGRID,PINA
10992	22938	IntAct
10992	23020	IntAct,PINA
10992	23028	BioGRID,InnateDB,IntAct,PINA
10992	23450	BioGRID,PINA
10992	23451	BioGRID,IntAct
10992	23512	InnateDB,PINA
10992	23524	PINA
10992	26058	PINA
10992	26270	PINA
10992	26523	IntAct
10992	27161	IntAct
10992	27258	IntAct,PINA
10992	27316	PINA
10992	29767	PINA
10992	51428	IntAct
10992	51547	PINA
10992	51639	PINA
10992	51741	PINA
10992	54732	PINA
10992	54819	IntAct,PINA
10992	55660	BioGRID,IntAct
10992	55781	PINA
10992	55832	PINA
10992	56257	PINA
10992	56916	PINA
10992	56949	BioGRID,InnateDB,IntAct,MINT,PINA
10992	57154	PINA
10992	57819	IntAct,PINA
10992	65265	IntAct,PINA
10992	79020	IntAct,PINA
10992	79171	PINA
10992	79885	IntAct,PINA
10992	83443	PINA
10992	84844	PINA
10992	91603	BioGRID,IntAct,MINT,PINA
10992	94234	IntAct
10992	114034	IntAct,PINA
10992	118924	BioGRID,InnateDB,IntAct,MINT,PINA
10992	120892	IntAct
10992	151613	IntAct,PINA
10992	389203	PINA
10994	22870	IntAct,PINA
10994	23322	IntAct
10994	26123	IntAct
10994	51552	PINA
10994	57704	IntAct
10994	64210	PINA
10994	79959	HI-II-14_Net,IntAct
10994	220134	IntAct
10999	51643	IntAct,PINA
10999	55611	IntAct
10999	348938	InnateDB,IntAct
11001	23385	PINA
11001	51496	IntAct
11001	79137	IntAct
11001	147841	IntAct
11004	11004	BioGRID,HPRD
11004	22919	InnateDB,IntAct,MINT,PINA
11004	22938	IntAct
11004	22976	BioGRID,PINA
11004	23223	IntAct
11004	23281	IntAct,MINT,PINA
11004	51150	IntAct
11004	55143	IntAct
11004	56647	IntAct
11004	57418	IntAct
11004	64946	HPRD,PINA
11004	79759	IntAct
11004	84333	IntAct
11004	84924	IntAct,PINA
11004	122704	IntAct
11004	151246	IntAct
11004	151648	IntAct
11004	166929	IntAct
11004	284403	IntAct
11004	338785	IntAct
11007	11067	HPRD
11007	11170	HPRD,IntAct,PINA
11007	23265	HPRD,IntAct,PINA
11007	23270	HPRD,IntAct,PINA
11007	23368	IntAct
11007	23641	HPRD,IntAct,PINA
11007	25843	IntAct,PINA
11007	26150	HPRD,IntAct,PINA
11007	26152	HPRD,IntAct,PINA
11007	26240	HPRD,IntAct,PINA
11007	27018	HPRD,IntAct,PINA
11007	27229	HPRD,PINA
11007	27301	HPRD,IntAct,PINA
11007	27332	HPRD,IntAct,PINA
11007	51138	HPRD,IntAct,PINA
11007	51207	HPRD,IntAct,PINA
11007	51562	HPRD,IntAct,PINA
11007	51760	HPRD,IntAct,PINA
11007	53371	HPRD,IntAct,PINA
11007	54149	HPRD
11007	54474	HPRD,IntAct,PINA
11007	54883	HPRD,IntAct,PINA
11007	54906	IntAct,PINA
11007	54927	BioGRID,HPRD,InnateDB,IntAct,PINA
11007	55109	HPRD,IntAct,PINA
11007	55122	HPRD,IntAct,PINA
11007	55209	HPRD,IntAct,PINA
11007	55233	IntAct,PINA
11007	55285	HPRD,IntAct,PINA
11007	55367	PINA
11007	55388	HPRD,IntAct,PINA
11007	55565	HPRD,IntAct,PINA
11007	55813	HPRD,IntAct,PINA
11007	55816	HPRD,IntAct,PINA
11007	55885	HPRD,IntAct,PINA
11007	57326	HPRD,IntAct,PINA
11007	58500	HPRD,IntAct,PINA
11007	60491	HPRD,IntAct,PINA
11007	60493	HPRD,IntAct,PINA
11007	64112	HPRD,IntAct,PINA
11007	64170	HPRD,IntAct,PINA
11007	64376	HPRD,PINA
11007	64769	HPRD,IntAct,PINA
11007	79005	HPRD,IntAct,PINA
11007	79025	HPRD,IntAct,PINA
11007	79088	HPRD,IntAct,PINA
11007	79571	HPRD,IntAct,PINA
11007	79666	HPRD,IntAct,PINA
11007	79696	IntAct,PINA
11007	79843	HPRD,IntAct,PINA
11007	80125	HPRD,IntAct,PINA
11007	80256	IntAct,PINA
11007	80321	HPRD,IntAct,PINA
11007	80764	HPRD,IntAct,PINA
11007	83538	HI-II-14_Net,IntAct
11007	84080	IntAct
11007	84260	HPRD,IntAct,PINA
11007	84310	HPRD,IntAct,PINA
11007	84445	HPRD,IntAct,PINA
11007	84707	HPRD,IntAct,PINA
11007	84708	HPRD,IntAct,PINA
11007	85302	HPRD,PINA
11007	90060	HPRD,IntAct,PINA
11007	92595	HPRD,IntAct,PINA
11007	94121	HPRD,IntAct,PINA
11007	138046	HPRD,IntAct,PINA
11007	147687	HPRD,IntAct,PINA
11007	148223	BioGRID,HPRD,IntAct,PINA
11007	149371	HPRD,IntAct,PINA
11007	151254	HPRD,IntAct,PINA
11007	151613	HPRD,IntAct,PINA
11007	153733	HPRD,IntAct,PINA
11007	157773	HPRD,IntAct,PINA
11007	159989	HPRD,IntAct,PINA
11007	163050	HI-II-14_Net,IntAct
11007	164127	HPRD,PINA
11007	164592	HPRD,IntAct,PINA
11007	170082	BioGRID,PINA
11007	196441	HPRD,IntAct,PINA
11007	220136	HPRD,PINA
11007	220965	HPRD,IntAct,PINA
11007	284058	BioGRID,IntAct,PINA
11007	284680	HPRD,IntAct,PINA
11007	401508	HI-II-14_Net
11007	100131997	PINA
11009	11200	BioGRID,IntAct
11009	53832	HPRD,SignaLink2.0
11009	53833	SignaLink2.0
11009	55294	IntAct
11009	58985	SignaLink2.0
11009	79728	IntAct
11009	117159	IntAct,PINA
11011	11011	HPRD
11011	23039	PINA
11011	25842	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus
11011	55723	BioGRID,HPRD,IntAct,KinomeNetworkX,PINA,PhosphositePlus
11014	11064	IntAct
11014	80184	IntAct
11014	134359	IntAct
11016	11016	IntAct
11016	51347	PINA
11016	53615	IntAct,PINA
11016	54940	PINA
11016	55509	INstruct
11016	60468	INstruct
11016	122953	InnateDB,IntAct,PINA
11016	129531	PINA
11016	147872	HI-II-14_Net,IntAct
11016	171483	HI-II-14_Net,IntAct
11016	100288797	HI-II-14_Net,IntAct
11017	11345	IntAct
11017	55611	IntAct
11017	56257	PINA
11017	64225	IntAct
11018	11018	IntAct,PINA
11018	54732	PINA
11020	25824	PINA
11020	51668	BioGRID,HI-II-14_Net,IntAct,PINA
11020	132320	IntAct
11020	167691	IntAct
11021	11064	IntAct
11021	22919	IntAct
11021	55054	PINA
11021	79598	IntAct
11021	80304	HPRD,IntAct,PINA
11021	85377	IntAct,PINA
11021	116840	IntAct
11021	152185	IntAct
11021	154796	IntAct,PINA
11030	11030	BioGRID,HI-II-14_Net,HPRD,IntAct
11030	11040	KinomeNetworkX
11030	11135	HPRD,IntAct,PINA
11030	11334	HI-II-14_Net,IntAct
11030	22836	HI-II-14_Net,IntAct
11030	22864	HI-II-14_Net
11030	23126	HI-II-14_Net,IntAct
11030	23132	IntAct,PINA
11030	23199	IntAct,PINA
11030	23201	HI-II-14_Net,IntAct
11030	23493	HI-II-14_Net,IntAct
11030	23543	BioGRID,INstruct,IntAct,PINA
11030	23583	BioGRID,HPRD,InnateDB,IntAct,PINA
11030	23623	HI-II-14_Net,IntAct
11030	25764	PINA
11030	25796	HI-II-14_Net
11030	26138	HI-II-14_Net
11030	26505	HPRD,IntAct,PINA
11030	26508	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	27033	HI-II-14_Net,IntAct
11030	27287	HI-II-14_Net,IntAct
11030	30008	HI-II-14_Net,IntAct
11030	50717	HI-II-14_Net,IntAct
11030	50943	HI-II-14_Net,IntAct
11030	51185	HI-II-14_Net,IntAct
11030	51316	HI-II-14_Net
11030	51447	HI-II-14_Net,IntAct
11030	51545	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	51778	HI-II-14_Net,IntAct
11030	54472	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	54715	BioGRID,HI-II-14_Net,IntAct
11030	54793	HI-II-14_Net,IntAct
11030	54971	HI-II-14_Net,IntAct
11030	55011	HI-II-14_Net,IntAct
11030	55048	HI-II-14_Net,IntAct
11030	55093	HI-II-14_Net,IntAct
11030	55342	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	55668	HI-II-14_Net,IntAct
11030	55684	IntAct,PINA
11030	57523	HI-II-14_Net
11030	57715	HI-II-14_Net
11030	58493	HI-II-14_Net,IntAct
11030	58524	HI-II-14_Net,IntAct
11030	64129	HI-II-14_Net
11030	64333	HPRD,IntAct,PINA
11030	66037	HI-II-14_Net,IntAct
11030	79025	HI-II-14_Net,IntAct
11030	79843	HI-II-14_Net,IntAct
11030	79930	HI-II-14_Net,IntAct
11030	80028	HI-II-14_Net
11030	81846	HI-II-14_Net,IntAct
11030	83640	HPRD,IntAct,PINA
11030	83719	HI-II-14_Net
11030	84058	HI-II-14_Net
11030	84080	IntAct
11030	84445	HPRD,IntAct,PINA
11030	84516	HI-II-14_Net,IntAct
11030	84528	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	84536	HI-II-14_Net
11030	84688	HI-II-14_Net
11030	84872	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	84904	IntAct,PINA
11030	84970	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	85302	HI-II-14_Net
11030	91694	HI-II-14_Net,IntAct
11030	92129	HI-II-14_Net,IntAct
11030	92906	HI-II-14_Net,IntAct
11030	93100	HI-II-14_Net
11030	113878	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	118738	HI-II-14_Net,IntAct
11030	122183	HI-II-14_Net
11030	125144	HI-II-14_Net
11030	128977	HI-II-14_Net,IntAct
11030	129807	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
11030	132158	HI-II-14_Net,IntAct
11030	142937	HI-II-14_Net
11030	145226	HI-II-14_Net,IntAct
11030	145946	HI-II-14_Net,IntAct,PINA
11030	146664	HI-II-14_Net,IntAct,PINA
11030	148413	HI-II-14_Net
11030	149069	HI-II-14_Net,IntAct
11030	153769	HI-II-14_Net,IntAct
11030	155066	HI-II-14_Net
11030	163590	HI-II-14_Net,IntAct
11030	167153	HI-II-14_Net,IntAct
11030	196477	IntAct,PINA
11030	197335	HI-II-14_Net,IntAct
11030	200523	BioGRID,HI-II-14_Net,IntAct,PINA
11030	201181	HI-II-14_Net
11030	220164	HI-II-14_Net,IntAct
11030	254173	HI-II-14_Net,IntAct
11030	255193	HI-II-14_Net
11030	255877	HI-II-14_Net,IntAct
11030	283551	HI-II-14_Net
11030	284185	HI-II-14_Net
11030	284276	HI-II-14_Net
11030	284680	HI-II-14_Net,IntAct
11030	285093	HI-II-14_Net
11030	337879	HI-II-14_Net,IntAct
11030	337963	HI-II-14_Net,IntAct
11030	337972	HI-II-14_Net,IntAct
11030	337974	HI-II-14_Net,IntAct
11030	342371	BioGRID,PINA
11030	353323	HI-II-14_Net,IntAct
11030	388324	HI-II-14_Net,IntAct
11030	391104	HI-II-14_Net,IntAct
11030	399947	HI-II-14_Net,IntAct
11030	654346	HI-II-14_Net,IntAct
11030	729240	IntAct
11031	22907	PINA
11031	23385	PINA
11031	26123	IntAct
11031	55573	PINA
11031	55856	PINA
11031	79867	IntAct
11033	11033	HPRD
11033	23303	INstruct
11033	27111	HI-II-14_Net,IntAct
11034	11075	PINA
11034	11196	PINA
11034	23022	PINA
11034	23043	IntAct,PINA
11034	26353	PINA
11034	51371	PINA
11034	54677	PINA
11034	54788	PINA
11034	54984	IntAct,PINA
11034	55905	PINA
11034	60314	PINA
11034	81605	PINA
11034	81892	PINA
11034	84790	PINA
11034	84936	PINA
11034	85451	PINA
11034	90268	PINA
11034	90411	PINA
11034	145553	PINA
11034	146691	PINA
11034	151987	PINA
11034	399687	IntAct
11035	11035	IntAct
11035	11140	InnateDB,IntAct,PINA
11035	22933	IntAct,PINA
11035	22948	IntAct,PINA
11035	23164	IntAct,PINA
11035	23384	IntAct,PINA
11035	23603	IntAct,PINA
11035	26064	IntAct,PINA
11035	29110	KinomeNetworkX
11035	51474	PINA
11035	51763	InnateDB,PINA
11035	54861	KinomeNetworkX
11035	55210	IntAct,PINA
11035	55616	KinomeNetworkX
11035	55970	IntAct,PINA
11035	59345	IntAct,PINA
11035	80349	IntAct,PINA
11035	81030	InnateDB,IntAct,PINA
11035	83543	IntAct,PINA
11035	84687	IntAct,PINA
11035	85366	KinomeNetworkX
11035	85477	IntAct,PINA
11035	92609	IntAct,PINA
11035	94104	KinomeNetworkX
11035	140465	IntAct,PINA
11035	148022	HPRD,PINA
11035	192111	IntAct
11035	197259	InnateDB,IntAct,PINA,PhosphositePlus
11035	203068	IntAct,PINA
11035	204851	KinomeNetworkX
11035	222546	IntAct,PINA
11035	347733	IntAct,PINA
11036	23543	PINA
11036	23764	PINA
11036	30012	PINA
11036	56676	HPRD
11036	79842	PINA
11036	159296	PINA
11037	127933	KinomeNetworkX
11040	11129	KinomeNetworkX
11040	11244	KinomeNetworkX
11040	22864	KinomeNetworkX
11040	23759	IntAct
11040	26517	IntAct
11040	27238	IntAct
11040	51076	HPRD,PINA
11040	55565	HI-II-14_Net,IntAct
11040	56478	KinomeNetworkX
11040	57396	IntAct
11040	84893	HPRD,IntAct,PINA
11040	94104	KinomeNetworkX
11040	114034	IntAct
11040	338657	IntAct
11041	26270	PINA
11043	11043	BioGRID,HI-II-14_Net,HPRD,IntAct
11043	11170	HI-II-14_Net
11043	22954	PINA
11043	23479	HI-II-14_Net
11043	23650	HPRD,PINA
11043	26003	HI-II-14_Net
11043	26121	HI-II-14_Net
11043	27042	HI-II-14_Net
11043	51324	HI-II-14_Net
11043	51352	HI-II-14_Net
11043	51619	BioGRID,HI-II-14_Net,INstruct,IntAct,PINA
11043	51760	BioGRID,HI-II-14_Net
11043	54507	HI-II-14_Net
11043	54535	HI-II-14_Net
11043	55110	HI-II-14_Net
11043	55138	HI-II-14_Net
11043	55337	HI-II-14_Net
11043	55503	HI-II-14_Net
11043	55758	HI-II-14_Net
11043	55898	HI-II-14_Net
11043	56204	HI-II-14_Net
11043	56891	HI-II-14_Net
11043	57159	HI-II-14_Net
11043	57332	HI-II-14_Net
11043	58500	HI-II-14_Net
11043	58524	HI-II-14_Net
11043	58526	HI-II-14_Net
11043	64395	HI-II-14_Net
11043	64745	HI-II-14_Net
11043	64782	HI-II-14_Net
11043	78990	HI-II-14_Net
11043	79005	HI-II-14_Net
11043	79038	HI-II-14_Net
11043	79165	HI-II-14_Net
11043	79696	HI-II-14_Net
11043	79810	HI-II-14_Net
11043	80019	HI-II-14_Net
11043	80028	HI-II-14_Net
11043	80705	HI-II-14_Net,IntAct,PINA
11043	80726	HI-II-14_Net
11043	80764	HI-II-14_Net
11043	81853	IntAct,PINA
11043	84126	HI-II-14_Net
11043	84140	HI-II-14_Net
11043	84294	HI-II-14_Net
11043	84312	HI-II-14_Net
11043	84619	HI-II-14_Net
11043	84914	HI-II-14_Net
11043	85302	HI-II-14_Net
11043	85359	HI-II-14_Net
11043	90060	HI-II-14_Net
11043	116841	HI-II-14_Net
11043	122786	HI-II-14_Net
11043	126070	HI-II-14_Net
11043	126375	HI-II-14_Net
11043	138716	HI-II-14_Net
11043	143241	HPRD,IntAct,PINA
11043	146540	HI-II-14_Net
11043	146849	HI-II-14_Net
11043	147687	HI-II-14_Net
11043	148581	INstruct,PINA
11043	153328	HI-II-14_Net
11043	163050	HI-II-14_Net
11043	170954	HI-II-14_Net
11043	202051	HI-II-14_Net
11043	255877	HI-II-14_Net
11043	285753	HI-II-14_Net,IntAct,PINA
11043	287015	HI-II-14_Net
11044	84186	PINA
11045	11045	HPRD
11047	23770	PINA
11047	26517	InnateDB,IntAct,MINT,PINA
11047	26959	PINA
11047	29978	HPRD,PINA
11047	29979	BioGRID,HPRD,INstruct,IntAct,PINA
11047	51141	PINA
11047	51377	BioGRID,HI-II-14_Net,HPRD,InnateDB,IntAct,MINT,PINA
11047	84833	InnateDB,IntAct,MINT,PINA
11047	120892	IntAct
11047	245972	BioGRID,PINA
11047	283899	IntAct
11047	414301	HPRD
11051	11051	BioGRID,HI-II-14_Net,HPRD,IntAct
11051	11052	BioGRID,HPRD,InnateDB,IntAct
11051	11124	PINA
11051	11337	IntAct
11051	11345	IntAct
11051	22920	IntAct,PINA
11051	22933	PINA
11051	23046	IntAct
11051	23411	PINA
11051	23446	IntAct,PINA
11051	23451	IntAct,PINA
11051	23517	PINA
11051	23710	IntAct
11051	25791	IntAct,PINA
11051	25897	IntAct,PINA
11051	25937	IntAct
11051	26037	PINA
11051	29896	IntAct,PINA
11051	29947	IntAct,PINA
11051	51741	IntAct,PINA
11051	54437	IntAct,PINA
